N/A	77900000	78099999
N/A	74500000	77899999
N/A	72200000	74499999
N/A	57100000	72199999
N/A	55200000	57099999
N/A	54500000	55199999
N/A	52200000	54499999
N/A	48000000	52199999
N/A	43600000	47999999
N/A	43400000	43599999
N/A	39600000	43399999
N/A	34500000	39599999
N/A	32800000	34499999
N/A	21900000	32799999
N/A	21200000	21899999
N/A	18500000	21199999
N/A	13800000	15499999
N/A	13100000	13799999
N/A	12300000	13099999
N/A	9300000	12299999
N/A	8700000	9299999
N/A	7200000	8699999
N/A	0	7199999
